date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:50:01	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:49:39%20GMT	https://morningstar.ventures/portfolio/xdefi	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/xdefi	(from https://morningstar.ventures/)
13:50:01	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:49:39%20GMT	https://morningstar.ventures/portfolio/yield-guild-games	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/yield-guild-games	(from https://morningstar.ventures/)
13:50:01	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:49:40%20GMT	https://morningstar.ventures/portfolio/jambo	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/jambo	(from https://morningstar.ventures/)
13:50:01	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:49:40%20GMT	https://morningstar.ventures/portfolio/covalent	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/covalent	(from https://morningstar.ventures/)
13:50:23	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:01%20GMT	https://morningstar.ventures/portfolio/gunzilla	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/gunzilla	(from https://morningstar.ventures/)
13:50:23	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:01%20GMT	https://morningstar.ventures/portfolio/avalon	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/avalon	(from https://morningstar.ventures/)
13:50:24	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:02%20GMT	https://morningstar.ventures/portfolio/injective	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/injective	(from https://morningstar.ventures/)
13:50:24	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:02%20GMT	https://morningstar.ventures/portfolio/cross-the-ages	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/cross-the-ages	(from https://morningstar.ventures/)
13:50:25	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:25%20GMT	https://morningstar.ventures/portfolio/walken	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/walken	(from https://morningstar.ventures/)
13:50:25	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:25%20GMT	https://morningstar.ventures/portfolio/bitscrunch	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/bitscrunch	(from https://morningstar.ventures/)
13:50:26	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:26%20GMT	https://morningstar.ventures/portfolio/angelic	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/angelic	(from https://morningstar.ventures/)
13:50:26	38352/38352	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Jul%202023%2017:50:26%20GMT	https://morningstar.ventures/portfolio/chillchat	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/chillchat.html	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:27	1618/1618	---M--	200	added ('OK')	image/png	etag:%2227bb3c44370d79a3a60d502b6e1bb564%22	https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/62581f8ab70b3326191570f9_chillchat.png	D:/clonar%20pagina%20x/clonar%20pagina%20x/global-uploads.webflow.com/6218b09ec1cd766afc83852d/62581f8ab70b3326191570f9_chillchat.png	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:27	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:27%20GMT	https://morningstar.ventures/portfolio/fare-protocol	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/fare-protocol	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:28	1657/1657	---M--	200	added ('OK')	image/png	etag:%22e87f88b338c0ca66de909d25c4b980c3%22	https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/646574ed5f5d5d6aaf1f2ed7_fare.png	D:/clonar%20pagina%20x/clonar%20pagina%20x/global-uploads.webflow.com/6218b09ec1cd766afc83852d/646574ed5f5d5d6aaf1f2ed7_fare.png	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:28	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:28%20GMT	https://morningstar.ventures/portfolio/yoloyolo	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/yoloyolo	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:29	18897/18897	---M--	200	added ('OK')	image/png	etag:%22c36b9b371573f3ad1f240208cd0f5343%22	https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/63a57bdbc3a74f724426e90f_yolo.png	D:/clonar%20pagina%20x/clonar%20pagina%20x/global-uploads.webflow.com/6218b09ec1cd766afc83852d/63a57bdbc3a74f724426e90f_yolo.png	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:29	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:29%20GMT	https://morningstar.ventures/portfolio/snackclub	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/snackclub	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:30	3635/3635	---M--	200	added ('OK')	image/png	etag:%2282bf97cd38b467db6ec44ddef2a730d4%22	https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/626ba77f9e0394467a073239_snackclub.png	D:/clonar%20pagina%20x/clonar%20pagina%20x/global-uploads.webflow.com/6218b09ec1cd766afc83852d/626ba77f9e0394467a073239_snackclub.png	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:30	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:30%20GMT	https://morningstar.ventures/portfolio/ancient8	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/ancient8	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:31	11729/11729	---M--	200	added ('OK')	image/png	etag:%22592f75d811a43368ddcb2df3846e7031%22	https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/63a57dbd9267013ed9806b70_ancient8.png	D:/clonar%20pagina%20x/clonar%20pagina%20x/global-uploads.webflow.com/6218b09ec1cd766afc83852d/63a57dbd9267013ed9806b70_ancient8.png	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:31	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:31%20GMT	https://morningstar.ventures/portfolio/highstreet-market	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/highstreet-market	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:32	4749/4749	---M--	200	added ('OK')	image/png	etag:%228f6fefa26c4ce4ee04fd8ffd481b42b6%22	https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/6258192ad9e7dcccfba1e4e2_highstreetmarket.png	D:/clonar%20pagina%20x/clonar%20pagina%20x/global-uploads.webflow.com/6218b09ec1cd766afc83852d/6258192ad9e7dcccfba1e4e2_highstreetmarket.png	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:32	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:32%20GMT	https://morningstar.ventures/portfolio/humans-ai	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/humans-ai	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:33	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:33%20GMT	https://morningstar.ventures/portfolio/meria	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/meria	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:33	3127/3127	---M--	200	added ('OK')	image/png	etag:%22ffdaadb15352adc81fa32d54c01a82b0%22	https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/63b6d14f62f4c84415dda8c2_meria.png	D:/clonar%20pagina%20x/clonar%20pagina%20x/global-uploads.webflow.com/6218b09ec1cd766afc83852d/63b6d14f62f4c84415dda8c2_meria.png	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:34	36551/36551	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Jul%202023%2017:50:34%20GMT	https://morningstar.ventures/portfolio/unstoppable-domains	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/unstoppable-domains.html	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:34	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:34%20GMT	https://morningstar.ventures/portfolio/ignite-tournaments	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/ignite-tournaments	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:35	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:35%20GMT	https://morningstar.ventures/portfolio/euler	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/euler	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:35	36461/36461	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Jul%202023%2017:50:35%20GMT	https://morningstar.ventures/portfolio/taker-protocol	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/taker-protocol.html	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:36	43056/43056	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Jul%202023%2017:50:35%20GMT	https://morningstar.ventures/portfolio/bware-labs	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/bware-labs.html	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:37	4762/4762	---M--	200	added ('OK')	image/png	etag:%22ab3e99f3b851c0d96738ab766207ba22%22	https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/63b568a6b14a845296803d11_bwarelabs.png	D:/clonar%20pagina%20x/clonar%20pagina%20x/global-uploads.webflow.com/6218b09ec1cd766afc83852d/63b568a6b14a845296803d11_bwarelabs.png	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:37	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:37%20GMT	https://morningstar.ventures/portfolio/unxd	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/unxd	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:38	3180/3180	---M--	200	added ('OK')	image/png	etag:%226382027b04d0f5a311e95780c2b48303%22	https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/6253cf0e4c19a80e804d3939_unxd.png	D:/clonar%20pagina%20x/clonar%20pagina%20x/global-uploads.webflow.com/6218b09ec1cd766afc83852d/6253cf0e4c19a80e804d3939_unxd.png	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:38	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:38%20GMT	https://morningstar.ventures/portfolio/blockchain-space	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/blockchain-space	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:39	36433/36433	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Jul%202023%2017:50:38%20GMT	https://morningstar.ventures/portfolio/renft	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/renft.html	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:39	1727/1727	---M--	200	added ('OK')	image/png	etag:%226427e683f4c21101069f3a8ff3453fd3%22	https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/62e78c6720a8b36e9d8ceaba_renft.png	D:/clonar%20pagina%20x/clonar%20pagina%20x/global-uploads.webflow.com/6218b09ec1cd766afc83852d/62e78c6720a8b36e9d8ceaba_renft.png	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:40	38411/38411	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Jul%202023%2017:50:39%20GMT	https://morningstar.ventures/portfolio/chainflip	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/chainflip.html	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:40	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:40%20GMT	https://morningstar.ventures/portfolio/primex-finance	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/primex-finance	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:40	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:40%20GMT	https://morningstar.ventures/portfolio/exotic-markets	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/exotic-markets	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:41	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:41%20GMT	https://morningstar.ventures/portfolio/human-protocol	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/human-protocol	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:41	36474/36474	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Jul%202023%2017:50:41%20GMT	https://morningstar.ventures/portfolio/ola-guild-games	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/ola-guild-games.html	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:42	7801/7801	---M--	200	added ('OK')	image/png	etag:%22514c56ce1b473ac451f5e3de437f723b%22	https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/6268ff6693645e896215c677_ogg.png	D:/clonar%20pagina%20x/clonar%20pagina%20x/global-uploads.webflow.com/6218b09ec1cd766afc83852d/6268ff6693645e896215c677_ogg.png	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:43	36443/36443	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Jul%202023%2017:50:42%20GMT	https://morningstar.ventures/portfolio/ashswap	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/ashswap.html	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:43	14608/14608	---M--	200	added ('OK')	image/png	etag:%228825bedd56d69bdba164d5edd59d27b9%22	https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/63a5874a7e716e7f836946ac_ashswap.png	D:/clonar%20pagina%20x/clonar%20pagina%20x/global-uploads.webflow.com/6218b09ec1cd766afc83852d/63a5874a7e716e7f836946ac_ashswap.png	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:44	38882/38882	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Jul%202023%2017:50:44%20GMT	https://morningstar.ventures/portfolio/omni-network	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/omni-network.html	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:45	2907/2907	---M--	200	added ('OK')	image/png	etag:%22c7bcce78a65be58a758140b55733843a%22	https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/64b504b2315425ad7cfe3436_omni.png	D:/clonar%20pagina%20x/clonar%20pagina%20x/global-uploads.webflow.com/6218b09ec1cd766afc83852d/64b504b2315425ad7cfe3436_omni.png	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:45	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:45%20GMT	https://morningstar.ventures/portfolio/blast-royale	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/blast-royale	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:46	11517/11517	---M--	200	added ('OK')	image/png	etag:%223dcf196109c5bbbdc5a8b53b9439be03%22	https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/625818f5e6e1c2e7c9e25f3d_blastroyalebr.png	D:/clonar%20pagina%20x/clonar%20pagina%20x/global-uploads.webflow.com/6218b09ec1cd766afc83852d/625818f5e6e1c2e7c9e25f3d_blastroyalebr.png	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:47	41670/41670	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Jul%202023%2017:50:46%20GMT	https://morningstar.ventures/portfolio/apeiron	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/apeiron.html	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:47	7480/7480	---M--	200	added ('OK')	image/png	etag:%222e7510d1d2143f877edf566fac641776%22	https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/6268fbe94dfe7477d3e5b909_apeiron.png	D:/clonar%20pagina%20x/clonar%20pagina%20x/global-uploads.webflow.com/6218b09ec1cd766afc83852d/6268fbe94dfe7477d3e5b909_apeiron.png	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:48	38519/38519	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Jul%202023%2017:50:47%20GMT	https://morningstar.ventures/portfolio/mixmob	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/mixmob.html	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:49	36488/36488	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Jul%202023%2017:50:48%20GMT	https://morningstar.ventures/portfolio/deskcoin	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/deskcoin.html	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:49	3230/3230	---M--	200	added ('OK')	image/png	etag:%22d77d0706912a80820525454117907630%22	https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/626b3880af8cd57bf073d291_deskoin.png	D:/clonar%20pagina%20x/clonar%20pagina%20x/global-uploads.webflow.com/6218b09ec1cd766afc83852d/626b3880af8cd57bf073d291_deskoin.png	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:50	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:49%20GMT	https://morningstar.ventures/portfolio/nyan-heroes	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/nyan-heroes	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:50	27975/27975	---M--	200	added ('OK')	image/png	etag:%2285e7ad8aacbeb28ef8c1cd07805c89d1%22	https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/63a57fa66ac30088a49375ac_nyan_heroes.png	D:/clonar%20pagina%20x/clonar%20pagina%20x/global-uploads.webflow.com/6218b09ec1cd766afc83852d/63a57fa66ac30088a49375ac_nyan_heroes.png	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:50	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:50%20GMT	https://morningstar.ventures/portfolio/superfarm	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/superfarm	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:51	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:51%20GMT	https://morningstar.ventures/portfolio/exeedme	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/exeedme	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:52	157456/157456	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Jul%202023%2017:50:51%20GMT	https://morningstar.ventures/?dc993bc8_page=1	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/index332b.html	(from https://morningstar.ventures/?dc993bc8_page=2)
13:50:53	147949/147949	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Jul%202023%2017:50:52%20GMT	https://morningstar.ventures/?dc993bc8_page=3	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/index2e6c.html	(from https://morningstar.ventures/?dc993bc8_page=2)
13:51:13	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:52%20GMT	https://morningstar.ventures/products/egld-community	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/products/egld-community	(from https://morningstar.ventures/)
13:51:13	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:52%20GMT	https://morningstar.ventures/products/37xdubai	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/products/37xdubai	(from https://morningstar.ventures/)
13:51:14	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:52%20GMT	https://morningstar.ventures/products/coin-fyi	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/products/coin-fyi	(from https://morningstar.ventures/)
13:51:14	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:50:53%20GMT	https://morningstar.ventures/products/cryptoatlas	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/products/cryptoatlas	(from https://morningstar.ventures/)
13:51:35	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:51:14%20GMT	https://morningstar.ventures/products/msv-studio	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/products/msv-studio	(from https://morningstar.ventures/)
13:51:35	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:51:14%20GMT	https://morningstar.ventures/products/egld-gg	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/products/egld-gg	(from https://morningstar.ventures/)
13:51:36	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:51:14%20GMT	https://morningstar.ventures/%22https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/6218c0073d37f798f2348ac5_mstar%20twitter2.png%22	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/_https_/global-uploads.webflow.com/6218b09ec1cd766afc83852d/6218c0073d37f798f2348ac5_mstar%20twitter2.png_	(from https://morningstar.ventures/)
13:51:36	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:51:15%20GMT	https://morningstar.ventures/%22https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/621e2426aa233c5924edec24_mstar%20twitter%20fill.png%22	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/_https_/global-uploads.webflow.com/6218b09ec1cd766afc83852d/621e2426aa233c5924edec24_mstar%20twitter%20fill.png_	(from https://morningstar.ventures/)
13:51:57	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:51:36%20GMT	https://morningstar.ventures/%22https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/6218c00e437c9f59b8a144a3_mstar%20telegram2.png%22	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/_https_/global-uploads.webflow.com/6218b09ec1cd766afc83852d/6218c00e437c9f59b8a144a3_mstar%20telegram2.png_	(from https://morningstar.ventures/)
13:51:57	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:51:36%20GMT	https://morningstar.ventures/%22https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/621e24206bc470703228979c_mstar%20telegram%20fill.png%22	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/_https_/global-uploads.webflow.com/6218b09ec1cd766afc83852d/621e24206bc470703228979c_mstar%20telegram%20fill.png_	(from https://morningstar.ventures/)
13:51:57	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:51:36%20GMT	https://morningstar.ventures/%22https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/6218c01bdee6a4cb37c644f6_mstar%20insta2.png%22	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/_https_/global-uploads.webflow.com/6218b09ec1cd766afc83852d/6218c01bdee6a4cb37c644f6_mstar%20insta2.png_	(from https://morningstar.ventures/)
13:51:58	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:51:37%20GMT	https://morningstar.ventures/%22https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/621e240f72a489c05dd433bb_mstar%20insta%20fill.png%22	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/_https_/global-uploads.webflow.com/6218b09ec1cd766afc83852d/621e240f72a489c05dd433bb_mstar%20insta%20fill.png_	(from https://morningstar.ventures/)
13:52:19	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:51:58%20GMT	https://morningstar.ventures/%22https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/6218c014a4c5344fad25e9f8_mstar%20linkedin2.png%22	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/_https_/global-uploads.webflow.com/6218b09ec1cd766afc83852d/6218c014a4c5344fad25e9f8_mstar%20linkedin2.png_	(from https://morningstar.ventures/)
13:52:19	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:51:58%20GMT	https://morningstar.ventures/%22https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/621e241a838dad604d8aa858_mstar%20linkedin%20fill.png%22	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/_https_/global-uploads.webflow.com/6218b09ec1cd766afc83852d/621e241a838dad604d8aa858_mstar%20linkedin%20fill.png_	(from https://morningstar.ventures/)
13:52:19	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:51:58%20GMT	https://morningstar.ventures/%22https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/621e240067bd3f6199b02dee_mstar%20medium%20fill.png%22	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/_https_/global-uploads.webflow.com/6218b09ec1cd766afc83852d/621e240067bd3f6199b02dee_mstar%20medium%20fill.png_	(from https://morningstar.ventures/)
13:52:20	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:51:59%20GMT	https://morningstar.ventures/portfolio/multiversx	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/multiversx	(from https://morningstar.ventures/)
13:52:41	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2026%20Jul%202023%2017:52:20%20GMT	https://morningstar.ventures/portfolio/%22https://global-uploads.webflow.com/6218b09ec1cd766afc83852d/621e2426aa233c5924edec24_mstar%20twitter%20fill.png%22	D:/clonar%20pagina%20x/clonar%20pagina%20x/morningstar.ventures/portfolio/_https_/global-uploads.webflow.com/6218b09ec1cd766afc83852d/621e2426aa233c5924edec24_mstar%20twitter%20fill.png_	(from https://morningstar.ventures/portfolio/holoride)
